,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,uri,playlists
395,0.654,0.658,0.512,0.00152,0.0361,-12.175,0.0436,148.968,spotify:track:3o4CxW7DYBUQsQtEfQfN6l,rock
396,0.783,0.689,0.707,0.108,0.0829,-11.868,0.0523,145.068,spotify:track:1vA1BxQXhH6THusQOFbG3w,rock
397,0.561,0.628,0.699,0.51,0.611,-11.761,0.0509,148.929,spotify:track:73zaq2fq6EHMSGX86O7iaa,rock
398,0.227,0.663,0.714,0.824,0.258,-13.428,0.045,160.056,spotify:track:4GHyh8NuW1wShBZii1V98h,rock
399,0.796,0.708,0.477,0.654,0.0695,-14.402,0.0557,171.709,spotify:track:3KZibmwHT4cMAKeaMrFhYr,rock
400,0.87,0.585,0.593,0.906,0.117,-14.172,0.0824,183.96,spotify:track:6jPYoo0g1gNX8B6Cnou5bZ,rock
401,0.613,0.814,0.4,0.0803,0.0831,-12.363,0.0655,122.09,spotify:track:32XoK8QX0JetgV6cX83ZdH,rock
402,0.774,0.725,0.741,0.1,0.299,-12.229,0.076,150.809,spotify:track:6RzCnquBPLHEE6wRExKPgy,rock
403,0.703,0.748,0.668,0.118,0.281,-11.167,0.0368,153.538,spotify:track:3Rr1rKNpALgy8WQSubiKpY,rock
404,0.702,0.816,0.757,0.000401,0.356,-9.6,0.0455,142.054,spotify:track:08jCGAiRPJAOf3bPQb9oPB,rock
405,0.666,0.785,0.657,0.848,0.345,-12.365,0.0413,148.288,spotify:track:1sUpgV7CILp1vXHm0vb0fC,rock
406,0.636,0.663,0.534,0.291,0.0857,-11.905,0.084,62.544,spotify:track:01fPeGOxnYco0bsu6urkHS,rock
407,0.603,0.8,0.545,0.015,0.0595,-12.365,0.0528,94.819,spotify:track:0sIWDOCtMMqkn8TGT9UaxQ,rock
408,0.692,0.787,0.645,0.00308,0.0586,-9.713,0.0448,97.582,spotify:track:4PyuVGUGl71LyKwVjBPm76,rock
409,0.836,0.79,0.365,0.248,0.156,-13.311,0.035,127.806,spotify:track:5nMqnNBNZwiPrS0OgIJzKO,rock
410,0.741,0.743,0.48,0.0528,0.063,-14.17,0.0442,109.247,spotify:track:2tZILhgOEb7oMcxW4TxOJe,rock
411,0.127,0.57,0.818,0.807,0.355,-11.075,0.0565,169.378,spotify:track:57YSDTOfFCM27CTb1jTIiU,rock
412,0.0969,0.657,0.845,1.4e-06,0.195,-10.675,0.0729,158.798,spotify:track:6FOai9ZGh9qc5lUjQfDpTh,rock
413,0.539,0.634,0.409,0.00722,0.15,-12.114,0.0325,79.071,spotify:track:3lueRKEySQS2LZ5OmyP3FZ,rock
414,0.000171,0.393,0.752,0.348,0.477,-7.446,0.054,120.056,spotify:track:3PLnH5T3MB9ItFADOxSp83,rock
415,0.000208,0.464,0.884,0.000631,0.717,-6.86,0.0368,143.305,spotify:track:08N9B0O0SkNjWjRpvrinz9,rock
416,0.000156,0.443,0.821,0.0208,0.848,-6.826,0.0383,116.26,spotify:track:0Qw444mY0HSMwR5WMykkTj,rock
417,0.0753,0.631,0.863,0.347,0.414,-7.166,0.0412,103.459,spotify:track:1WOyK0LGKxp2tXWd6mhuxL,rock
418,0.00262,0.285,0.971,0.0681,0.75,-6.256,0.443,174.461,spotify:track:0aSO0jIzKv8IuwA1OLVzVe,rock
419,0.00014,0.389,0.911,0.0271,0.959,-6.963,0.0335,128.108,spotify:track:5Lrs3rKUSccTFLVXLO7oom,rock
420,0.00298,0.448,0.921,7.93e-05,0.673,-6.056,0.0706,188.883,spotify:track:3UsWWOYYmdK7zwwc4ouvXy,rock
421,0.00194,0.485,0.942,0.0023,0.714,-5.971,0.063,129.554,spotify:track:0OS2UUdlviKw3Xgks2qPYM,rock
422,6.93e-05,0.371,0.897,0.0111,0.497,-5.694,0.0482,143.098,spotify:track:33oqw1aVlOJiLDAt4qvj29,rock
423,0.000939,0.389,0.873,0.0275,0.692,-5.405,0.0307,137.311,spotify:track:6mhOKxQTdq1ZFy7fAZeqzc,rock
424,0.00471,0.415,0.705,0.000137,0.397,-7.772,0.0583,128.82,spotify:track:5fOMHgOpYC0ryDhqPQXs0r,rock
425,0.00154,0.401,0.909,0.000564,0.882,-6.203,0.0914,109.348,spotify:track:6prQJF6Jwh80RtVxqyIH8k,rock
426,0.00769,0.599,0.871,0.0019,0.863,-5.994,0.0443,114.216,spotify:track:3Z4ab5BiZatFETAQbVqwH9,rock
427,0.00028,0.171,0.949,0.112,0.919,-5.582,0.145,87.517,spotify:track:4X2YuFX8I7FEVrXmV2w674,rock
428,0.62,0.441,0.455,0.00187,0.135,-14.207,0.0485,160.9,spotify:track:2Mr1bGI2E10K7Mt1UJZ6Mw,rock
429,0.569,0.741,0.653,0.0,0.345,-11.46,0.0586,124.345,spotify:track:5B5JM1VxUe1aZNmtt0M5Zy,rock
430,0.0504,0.425,0.767,0.000138,0.168,-8.646,0.0413,120.539,spotify:track:11xkq6rKj5UodHwd07vgv8,rock
431,0.611,0.611,0.583,0.0853,0.0688,-10.428,0.0408,129.432,spotify:track:6c20LH3R4foocWLmYyojWq,rock
432,0.00217,0.271,0.766,0.52,0.0707,-8.03,0.0329,142.914,spotify:track:05f8Hg3RSfiPSCBQOtxl3i,rock
433,0.581,0.668,0.672,1.09e-06,0.0403,-10.79,0.3,115.767,spotify:track:1iDcKYNvo6gglrOG6lvnHL,rock
434,0.0167,0.586,0.941,0.000776,0.068,-5.139,0.0375,135.448,spotify:track:4xh7W7tlNMIczFhupCPniY,rock
435,0.115,0.412,0.523,7.34e-06,0.314,-10.714,0.0335,128.592,spotify:track:632wpQN4nWLEvxUyGZxyLM,rock
436,0.0169,0.273,0.952,0.0112,0.142,-8.762,0.0841,100.269,spotify:track:3YBZIN3rekqsKxbJc9FZko,rock
437,0.679,0.497,0.552,0.0314,0.089,-7.102,0.0307,124.359,spotify:track:4nmne9J3YCEdhvjTzwiAgu,rock
438,0.0854,0.693,0.489,0.00234,0.131,-9.709,0.0316,87.085,spotify:track:6gRGLfswEsfpy1UxHEyP6X,rock
439,0.58,0.338,0.34,0.0032,0.116,-12.049,0.0339,82.433,spotify:track:5CQ30WqJwcep0pYcV4AMNc,rock
440,0.14,0.299,0.787,0.0,0.292,-7.93,0.069,94.798,spotify:track:45s88Xopo6KvHc0PQ05aGg,rock
441,0.516,0.602,0.302,0.00291,0.13,-12.905,0.0493,200.5,spotify:track:3PZllK2n9oabRdjQ4zXZcj,rock
442,0.0135,0.496,0.859,0.065,0.349,-7.927,0.0934,159.694,spotify:track:7lY8aoN3wUR3NY4nUwigPv,rock
443,0.537,0.401,0.897,1.44e-06,0.065,-8.016,0.0848,166.703,spotify:track:4waQv4bln6SaCB51Qj9Fp6,rock
444,0.334,0.686,0.643,5.36e-06,0.269,-12.508,0.214,179.167,spotify:track:2XBsQSZqHPPAtZpRG6TvIm,rock
445,0.516,0.689,0.319,2.04e-06,0.179,-12.98,0.0852,165.944,spotify:track:6F3Y51rfKTtcZpSsYb0Yaf,rock
446,0.154,0.644,0.658,0.0,0.178,-11.319,0.0966,166.81,spotify:track:1rmvCn0AfUx84vcbvxWYwh,rock
447,0.246,0.746,0.545,0.0,0.138,-14.53,0.0576,133.687,spotify:track:2SqKvnzoXAQI9M26w2OxE1,rock
448,0.292,0.59,0.72,0.0,0.074,-12.555,0.163,179.769,spotify:track:47H0Vy0HUUAEguauMzH7Gn,rock
449,0.163,0.714,0.703,0.0,0.276,-12.284,0.107,143.754,spotify:track:0ZyJYJf7wYnPymHfFLuMty,rock
450,0.18,0.573,0.736,0.0,0.0989,-11.71,0.255,174.883,spotify:track:7pXEOCOGlzCkyFVzFuvj8I,rock
451,0.273,0.642,0.536,0.0,0.292,-12.674,0.223,169.997,spotify:track:3gLmbaxQ9dUnQrMYDwjN51,rock
452,0.604,0.571,0.694,0.000114,0.926,-12.153,0.211,170.765,spotify:track:3WiMfayEiwidrrfj7MnHJ4,rock
453,0.289,0.562,0.716,0.0,0.132,-11.773,0.0723,172.484,spotify:track:5Ve6lt0cnEsHZ3irUTZE75,rock
454,0.322,0.65,0.904,0.0,0.431,-11.742,0.0813,175.716,spotify:track:7jMHVzeZ7VGbEGTNPDwgdT,rock
455,0.473,0.499,0.915,0.000878,0.142,-11.528,0.0947,181.463,spotify:track:5daKpbSm2nUFgpbd2tYO11,rock
456,0.479,0.463,0.776,2.72e-05,0.0668,-12.442,0.0818,204.484,spotify:track:1kg4TSCxrgQ3yXht6VYJ2s,rock
457,0.72,0.766,0.684,0.000459,0.208,-12.182,0.0488,93.01,spotify:track:3q2fU4qhfAIAsOxim2Fvr9,rock
458,0.462,0.696,0.678,0.000349,0.458,-12.438,0.0502,78.64,spotify:track:3CIXs8QRRpJJAQ3PnB233j,rock
459,0.378,0.711,0.634,0.0,0.0691,-11.436,0.0587,75.715,spotify:track:1rE3Q8N0edQYvwPQOCxIgU,rock
460,0.281,0.612,0.642,0.000172,0.345,-10.616,0.0478,113.774,spotify:track:534F1frnBcIjQDevMRDnVW,rock
461,0.26,0.685,0.744,0.0,0.0741,-10.276,0.0724,91.488,spotify:track:0gt1ZN8zi0oNdMYYNSN6PI,rock
462,0.757,0.641,0.593,2.51e-05,0.0895,-10.377,0.174,201.246,spotify:track:4EU1Su5dQtnkRO7gSG35Ui,rock
463,0.589,0.621,0.654,0.0,0.125,-11.011,0.208,174.197,spotify:track:7d6pjz0y2AtqMxk4uX2Tcn,rock
